AVWSEgDz,Sun, 23 Jan 2022 03:27:49 GMT,json_example,{"state_id":1,"state_name":"alaska","sentence_ids":[520,522,524,525,528]}
AVWSEgDz,Sun, 23 Jan 2022 03:28:01 GMT,json_example,{"state_id":8,"state_name":"florida","sentence_ids":[3645,3646,3651,3653,3654]}
AVWSEgDz,Sun, 23 Jan 2022 03:28:08 GMT,json_learn_summary,[{"state_id":1,"state_name":"alaska","sentence_ids":[520,522,524,525,528]},{"state_id":8,"state_name":"florida","sentence_ids":[3645,3646,3651,3653,3654]}]
AVWSEgDz,Sun, 23 Jan 2022 03:40:58 GMT,json_example,{"state_id":5,"state_name":"colorado","sentence_ids":[2439,2441,2445,2449]}
AVWSEgDz,Sun, 23 Jan 2022 03:41:18 GMT,json_example,{"state_id":11,"state_name":"idaho","sentence_ids":[5192,5195,5200,5202,5204,5207]}
AVWSEgDz,Sun, 23 Jan 2022 03:41:24 GMT,json_example_update,{"state_id":11,"state_name":"idaho","sentence_ids":[5192,5195,5200,5202,5204,5207]}
AVWSEgDz,Sun, 23 Jan 2022 03:41:32 GMT,json_example_update,{"state_id":11,"state_name":"idaho","sentence_ids":[5192,5195,5200,5202,5204,5207]}
AVWSEgDz,Sun, 23 Jan 2022 03:41:36 GMT,json_learn_summary,[{"state_id":5,"state_name":"colorado","sentence_ids":[2439,2441,2445,2449]},{"state_id":11,"state_name":"idaho","sentence_ids":[5192,5195,5200,5202,5204,5207]}]
AVWSEgDz,Sun, 23 Jan 2022 03:41:41 GMT,json_generate_summary,{"modified_bounds":0,"state_id":"5","state_name":"learnedSummary5","bounds":[[0.1064,0.4588],[0.1668,0.7219],[0.699,1.2913],[0.2077,0.4143],[0.1441,0.4571],[0.2255,0.3391],[0.2153,0.3902],[0.5474,0.8619],[0.1523,0.4127],[0.925,1.5094]],"examples":[{"state_id":5,"state_name":"colorado","sentence_ids":[2439,2441,2445,2449]},{"state_id":11,"state_name":"idaho","sentence_ids":[5192,5195,5200,5202,5204,5207]}],"summary_indicies":[2483,2489,2523,2673,2758],"default_summ":false}
AVWSEgDz,Sun, 23 Jan 2022 03:42:28 GMT,json_example,{"state_id":5,"state_name":"colorado","sentence_ids":[2436,2439]}
AVWSEgDz,Sun, 23 Jan 2022 03:42:34 GMT,json_example,{"state_id":12,"state_name":"illinois","sentence_ids":[5482,5485,5486]}
AVWSEgDz,Sun, 23 Jan 2022 03:42:36 GMT,json_learn_summary,[{"state_id":5,"state_name":"colorado","sentence_ids":[2436,2439]},{"state_id":12,"state_name":"illinois","sentence_ids":[5482,5485,5486]}]
AVWSEgDz,Sun, 23 Jan 2022 03:42:48 GMT,json_generate_summary,{"modified_bounds":0,"state_id":"8","state_name":"learnedSummary8","bounds":[[0.0471,0.0874],[0.0858,0.1568],[0.5172,1.023],[0.0477,0.0768],[0.0449,0.0736],[0.0379,0.0978],[0.1107,0.2682],[0.103,0.4581],[0.0673,0.6959],[0.0887,1.1561]],"examples":[{"state_id":5,"state_name":"colorado","sentence_ids":[2436,2439]},{"state_id":12,"state_name":"illinois","sentence_ids":[5482,5485,5486]}],"summary_indicies":[3646,4115,4164],"default_summ":false}
AVWSEgDz,Mon, 24 Jan 2022 15:24:48 GMT,json_example,{"state_id":4,"state_name":"california","sentence_ids":[1881,1882,1883]}
AVWSEgDz,Mon, 24 Jan 2022 15:24:54 GMT,json_example,{"state_id":8,"state_name":"florida","sentence_ids":[3644,3646]}
AVWSEgDz,Mon, 24 Jan 2022 15:25:00 GMT,json_example,{"state_id":10,"state_name":"hawaii","sentence_ids":[4646,4647,4648]}
AVWSEgDz,Mon, 24 Jan 2022 15:25:05 GMT,json_learn_summary,[{"state_id":4,"state_name":"california","sentence_ids":[1881,1882,1883]},{"state_id":8,"state_name":"florida","sentence_ids":[3644,3646]},{"state_id":10,"state_name":"hawaii","sentence_ids":[4646,4647,4648]}]
AVWSEgDz,Mon, 24 Jan 2022 15:26:14 GMT,json_example,{"state_id":3,"state_name":"arkansas","sentence_ids":[1439,1440,1441]}
AVWSEgDz,Mon, 24 Jan 2022 15:26:19 GMT,json_example,{"state_id":7,"state_name":"delaware","sentence_ids":[3334,3335,3336]}
AVWSEgDz,Mon, 24 Jan 2022 15:26:24 GMT,json_example,{"state_id":12,"state_name":"illinois","sentence_ids":[5483,5484,5485]}
AVWSEgDz,Mon, 24 Jan 2022 15:26:25 GMT,json_learn_summary,[{"state_id":3,"state_name":"arkansas","sentence_ids":[1439,1440,1441]},{"state_id":7,"state_name":"delaware","sentence_ids":[3334,3335,3336]},{"state_id":12,"state_name":"illinois","sentence_ids":[5483,5484,5485]}]
AVWSEgDz,Mon, 24 Jan 2022 15:26:47 GMT,json_generate_summary,{"modified_bounds":0,"state_id":"4","state_name":"learnedSummary4","bounds":[[0.0531,0.255],[0.1161,0.3218],[0.1162,1.5259],[0.0831,0.1478],[0.0664,0.5164],[0.0898,0.1275],[0.0893,0.1875],[0.0862,0.973],[0.0916,0.8031],[0.0723,1.3158]],"examples":[{"state_id":3,"state_name":"arkansas","sentence_ids":[1439,1440,1441]},{"state_id":7,"state_name":"delaware","sentence_ids":[3334,3335,3336]},{"state_id":12,"state_name":"illinois","sentence_ids":[5483,5484,5485]}],"summary_indicies":[2030,2059,2090],"default_summ":false}
AVWSEgDz,Mon, 24 Jan 2022 21:10:09 GMT,json_example,{"state_id":3,"state_name":"arkansas","sentence_ids":[1439,1441,1443]}
AVWSEgDz,Mon, 24 Jan 2022 21:10:15 GMT,json_example,{"state_id":10,"state_name":"hawaii","sentence_ids":[4646,4648,4649]}
AVWSEgDz,Mon, 24 Jan 2022 21:10:21 GMT,json_example,{"state_id":12,"state_name":"illinois","sentence_ids":[5484,5485,5486]}
AVWSEgDz,Mon, 24 Jan 2022 21:10:25 GMT,json_learn_summary,[{"state_id":3,"state_name":"arkansas","sentence_ids":[1439,1441,1443]},{"state_id":10,"state_name":"hawaii","sentence_ids":[4646,4648,4649]},{"state_id":12,"state_name":"illinois","sentence_ids":[5484,5485,5486]}]
